id;session_id;user_id;title_phrase;heartbeat_verse;observation;core_insight_category;core_insight_note;scholars_note;action_plan;cool_down_note;created_at;updated_at
52049c09-f591-4dc9-b042-04ceda10d856;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;22734d48-14b5-4644-b3fd-fea2188fff5d;恩典無限供應;這句話深深觸動我的心;看到群眾的反應和耶穌形成對比;WARNING;跟我以前理解的完全不同;學者們對這段經文有不同的解讀...;這週每天早起10分鐘禱告;發現自己需要更多安靜的時間;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
2c296d1a-a8d2-4f89-8d3c-87665726c12c;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;df254c99-78b5-45ff-9cb2-1eb4c9e1b522;從灰燼中重生;這句話深深觸動我的心;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;實踐一次服務他人的行動;下週想繼續深入研究這個主題;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
92956328-5b08-46c9-834f-089df1636e12;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;adb21ba9-25ff-4cd5-af64-5c21fa7e2cb9;恩典無限供應;感覺神在直接對我說話;看到了一個勇敢的人面對困難;WARNING;這個發現讓我重新思考信仰;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
8ad4e9f0-609a-4612-8471-299b983ff4c1;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;26822d29-2871-47d3-b635-39725bffa1b3;逆轉勝的故事;感覺神在直接對我說話;發現神的信實貫穿整個故事;PROMISE;這個發現讓我重新思考信仰;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
54fdddb5-3967-4d75-9ea9-4f91b15995c5;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;81e23d0d-1f41-44ae-9101-a4b5df4b372b;勇氣的代價;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;GOD_ATTRIBUTE;原來神的心意是這樣的;注釋書提到當時的文化背景...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
0f73c3fa-43da-4992-9f0a-383e190913d8;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;aacdccaf-d456-4e8b-9e5b-471a322f03f0;恩典無限供應;這句話深深觸動我的心;看到了一個勇敢的人面對困難;COMMAND;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;這週每天早起10分鐘禱告;感謝小組成員的分享！;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
07892d11-ee26-4fc8-bcc7-9ec7617d94a3;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;9c511f30-9690-4ee1-8fe2-1333ddafbb98;信心的飛躍;感覺神在直接對我說話;注意到人物的轉變過程很戲劇化;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
8acbf30d-246b-4d2c-bfa3-5f9ae5b5101f;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;1b541f11-9fe7-4752-bcef-725d575c2946;逆轉勝的故事;第五節讓我心跳加速！;發現神的信實貫穿整個故事;PROMISE;跟我以前理解的完全不同;ChatGPT 說這段經文有三個重點...;這週每天早起10分鐘禱告;感謝小組成員的分享！;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:20.797158+00
c6a1af8e-4d0c-425a-ac48-7201b7caeedf;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;ae0f587b-bac7-481b-ae7e-0cfdc64a66d0;恩典無限供應;這句話深深觸動我的心;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
896323bc-4b07-4ebe-9142-5945aa0f7fa0;7bd622e6-4e61-4167-96e9-067c0559b19a;efe90a89-15e6-4afd-bf14-fbda9f6a4539;從灰燼中重生;感覺神在直接對我說話;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;原來神的心意是這樣的;學者們對這段經文有不同的解讀...;找一個朋友分享這段經文;今天的查經讓我很感動，想為家人禱告;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
87e9ea9a-ebd7-4343-93ac-51aaaa29b79e;7bd622e6-4e61-4167-96e9-067c0559b19a;80bdf398-cf0f-4fe5-b69b-416eb3ef3534;逆轉勝的故事;這是我今年最需要的提醒;注意到人物的轉變過程很戲劇化;WARNING;這個發現讓我重新思考信仰;ChatGPT 說這段經文有三個重點...;這週每天早起10分鐘禱告;發現自己需要更多安靜的時間;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:30.693829+00
b0f4520c-a0fb-4ac5-a895-141df9e0d72e;7bd622e6-4e61-4167-96e9-067c0559b19a;927d82fe-106b-41d0-adf9-63135d155691;愛的冒險旅程;感覺神在直接對我說話;發現神的信實貫穿整個故事;;;;;;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:30.693829+00
59fe439f-9ab7-4efa-b362-be041c48a5f0;d7bd7da5-8ef2-4c06-becf-01bc80a88916;838c0ecf-5c57-4772-9a78-b06c8cee76dd;從灰燼中重生;感覺神在直接對我說話;看到了一個勇敢的人面對困難;;;;;;2026-01-27 16:08:41.479529+00;2026-01-27 16:09:06.061123+00
e88cf313-b4dc-4518-9dea-972dc26fb23f;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;e9942726-a2e3-4850-8e00-1d15a1ae35aa;逆轉勝的故事;這句話深深觸動我的心;看到群眾的反應和耶穌形成對比;PROMISE;跟我以前理解的完全不同;學者們對這段經文有不同的解讀...;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:16.031481+00
10e6762c-9297-435b-983b-b768a760e371;7bd622e6-4e61-4167-96e9-067c0559b19a;3ececca1-778a-45bb-9460-6083857d1afd;從灰燼中重生;這句話深深觸動我的心;注意到人物的轉變過程很戲劇化;WARNING;跟我以前理解的完全不同;ChatGPT 說這段經文有三個重點...;寫一封感謝信給神;今天的查經讓我很感動，想為家人禱告;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
ecd1e5d9-dd7a-49c8-8e53-d23d9dddc9e9;03ad48a2-45a5-4f90-8e21-b263afc52cf1;65ac1680-58d1-471d-9800-24e1d5a59ee2;恩典無限供應;這是我今年最需要的提醒;看到了一個勇敢的人面對困難;GOD_ATTRIBUTE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;;;2026-01-27 17:37:11.385382+00;2026-01-27 17:37:12.888571+00
b41d6fba-4051-4157-aa04-585fbd2b5e09;7bd622e6-4e61-4167-96e9-067c0559b19a;2548faf3-efe5-409f-ab5b-14433ee462f6;愛的冒險旅程;這句話深深觸動我的心;看到群眾的反應和耶穌形成對比;WARNING;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;實踐一次服務他人的行動;感謝小組成員的分享！;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
a3cc25ba-6040-4b51-8cc0-ffe5c066d676;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;d2deb071-5858-45a6-a56b-2c231123e1fb;從灰燼中重生;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;WARNING;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;實踐一次服務他人的行動;下週想繼續深入研究這個主題;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
4a0aac0a-6141-4d39-85a7-7cbb27d1eaed;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;4c8693df-7dcc-4a25-8b53-912e8f200a1d;恩典無限供應;這是我今年最需要的提醒;看到了一個勇敢的人面對困難;;;;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:53.703465+00
faeadbcd-39ac-4c7b-9ba7-0da9777d75bb;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;0214f12c-7155-44bb-8b7f-1df6687f6f94;勇氣的代價;感覺神在直接對我說話;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;Feeling the burn on this verse! 💪;ChatGPT 說這段經文有三個重點...;實踐一次服務他人的行動;今天的查經讓我很感動，想為家人禱告;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:53.703465+00
7eaa9019-160e-4680-8e91-c991427ec140;7bd622e6-4e61-4167-96e9-067c0559b19a;6c716118-c408-4e1b-8beb-9710a8e9d2c2;信心的飛躍;感覺神在直接對我說話;看到群眾的反應和耶穌形成對比;COMMAND;原來神的心意是這樣的;注釋書提到當時的文化背景...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 17:08:21.94157+00;2026-01-27 17:08:32.191049+00
0623c575-bb19-4f33-8839-bd719e192a5d;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;85d2a286-f483-43bf-a9e7-a6cbd899d0c5;信心的飛躍;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;GOD_ATTRIBUTE;這個發現讓我重新思考信仰;注釋書提到當時的文化背景...;實踐一次服務他人的行動;感謝小組成員的分享！;2026-01-27 15:28:27.530229+00;2026-01-27 15:28:53.703465+00
e3f8dde4-91bc-40ac-ad72-7c2695afc484;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;e4868ce4-8b46-4121-a71e-42f8fe89a9a8;愛的冒險旅程;這句話深深觸動我的心;發現神的信實貫穿整個故事;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
6ad6ca27-e240-44db-affa-2af238e0b507;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;46562ec1-566f-4da0-83f8-fa8ff112eb07;恩典無限供應;第五節讓我心跳加速！;看到了一個勇敢的人面對困難;COMMAND;原來神的心意是這樣的;根據 Google 搜尋，這段經文的歷史背景是...;實踐一次服務他人的行動;今天的查經讓我很感動，想為家人禱告;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:53.703465+00
c4499f25-e0d0-427f-a642-cffabe8f8f64;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;e7e0cc71-72a2-4ef1-a6ea-885fbead1dfa;愛的冒險旅程;第五節讓我心跳加速！;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;跟我以前理解的完全不同;注釋書提到當時的文化背景...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:53.703465+00
e0263c03-55ec-42f0-aaf5-df57ef375273;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;e25e340d-0b36-4052-a0d3-12c427128d81;勇氣的代價;第五節讓我心跳加速！;注意到人物的轉變過程很戲劇化;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
b56c0c86-6a17-4d39-97f7-365763739376;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;c5d4ceef-3ea8-4c8b-bcba-45b5773519a8;逆轉勝的故事;這句話深深觸動我的心;注意到人物的轉變過程很戲劇化;COMMAND;原來神的心意是這樣的;根據 Google 搜尋，這段經文的歷史背景是...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:28:53.703465+00
8e242173-3626-470d-9b38-a1d83a147c5b;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;647178ae-6bdc-4bec-826c-7ce6975f303f;勇氣的代價;這是我今年最需要的提醒;發現神的信實貫穿整個故事;WARNING;跟我以前理解的完全不同;學者們對這段經文有不同的解讀...;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
1a1cab0e-00e2-4ff1-af7f-1d93ea4927ec;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;e8cba836-6add-45cc-aef4-7924939ab9b7;恩典無限供應;第五節讓我心跳加速！;看到群眾的反應和耶穌形成對比;;;;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
c0f4a0d1-e0f9-4a45-9663-dc6654b78ca5;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;fccbb405-f37d-416e-9692-4cf3770c081a;逆轉勝的故事;感覺神在直接對我說話;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;;;2026-01-27 15:28:14.379399+00;2026-01-27 15:29:03.363308+00
196293f9-ce18-438e-9143-7b349a312227;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;a87cce86-2fe3-414f-a93f-161de4598b62;愛的冒險旅程;這句話深深觸動我的心;發現神的信實貫穿整個故事;COMMAND;Feeling the burn on this verse! 💪;注釋書提到當時的文化背景...;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
3cfe68af-e599-4320-adc4-666fb5546fb2;126aa9d7-3a21-441a-bf51-0c97f6cf96ce;97ee6302-2ec3-4554-8213-53f8567064d7;從灰燼中重生;這是我今年最需要的提醒;看到群眾的反應和耶穌形成對比;;;;;;2026-01-27 15:28:27.530229+00;2026-01-27 15:29:03.363308+00
e2e6630b-308f-426d-b86a-0f051b3e744a;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;67074dea-eaf3-402e-a7e1-400908f05033;愛的冒險旅程;這是我今年最需要的提醒;發現神的信實貫穿整個故事;GOD_ATTRIBUTE;原來神的心意是這樣的;ChatGPT 說這段經文有三個重點...;找一個朋友分享這段經文;發現自己需要更多安靜的時間;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:29.634172+00
7772a27d-8bb9-41a6-b173-4c74f572b944;c76fe9c9-f2c1-445c-abc2-fe9bede2c2a1;f10e6c89-7775-4170-b17e-0884f04fc119;信心的飛躍;這句話深深觸動我的心;看到了一個勇敢的人面對困難;;;;;;2026-01-27 16:43:16.031481+00;2026-01-27 16:43:27.869061+00
