id;verse_id;book_name;book_number;chapter;verse;text;blessing_verse;blessing_type;ai_pastoral_safety;created_at;text_norm;uplift_score;emotional_focus
3726;1366;創世記;1;45;7;神 差 我 在 你 們 以 先 來 ， 為 要 給 你 們 存 留 餘 種 在 世 上 ， 又 要 大 施 拯 救 ， 保 全 你 們 的 生 命 。;;;;2026-01-09 18:11:57.106103+00;神差我在你們以先來，為要給你們存留餘種在世上，又要大施拯救，保全你們的生命。;4;被祝福
3727;1450;創世記;1;47;29;以 色 列 的 死 期 臨 近 了 ， 他 就 叫 了 他 兒 子 約 瑟 來 ， 說 ： 我 若 在 你 眼 前 蒙 恩 ， 請 你 把 手 放 在 我 大 腿 底 下 ， 用 慈 愛 和 誠 實 待 我 ， 請 你 不 要 將 我 葬 在 埃 及 。;;;;2026-01-09 18:11:57.106103+00;以色列的死期臨近了，他就叫了他兒子約瑟來，說：我若在你眼前蒙恩，請你把手放在我大腿底下，用慈愛和誠實待我，請你不要將我葬在埃及。;4;被愛
3728;1528;創世記;1;50;21;現 在 你 們 不 要 害 怕 ， 我 必 養 活 你 們 和 你 們 的 婦 人 孩 子 。 於 是 約 瑟 用 親 愛 的 話 安 慰 他 們 。;;;;2026-01-09 18:11:57.106103+00;現在你們不要害怕，我必養活你們和你們的婦人孩子。於是約瑟用親愛的話安慰他們。;4;被愛
3729;1531;創世記;1;50;24;約 瑟 對 他 弟 兄 們 說 ： 我 要 死 了 ， 但 　 神 必 定 看 顧 你 們 ， 領 你 們 從 這 地 上 去 ， 到 他 起 誓 所 應 許 給 亞 伯 拉 罕 、 以 撒 、 雅 各 之 地 。;;;;2026-01-09 18:11:57.106103+00;約瑟對他弟兄們說：我要死了，但　神必定看顧你們，領你們從這地上去，到他起誓所應許給亞伯拉罕、以撒、雅各之地。;4;盼望
3842;356;創世記;1;14;19;他 為 亞 伯 蘭 祝 福 ， 說 ： 願 天 地 的 主 、 至 高 的 神 賜 福 與 亞 伯 蘭 ！;;;;2026-01-09 18:11:57.548173+00;他為亞伯蘭祝福，說：願天地的主、至高的神賜福與亞伯蘭！;4;被祝福
3257;2503;出埃及記;2;34;6;耶 和 華 在 他 面 前 宣 告 說 ： 耶 和 華 ， 耶 和 華 ， 是 有 憐 憫 有 恩 典 的 神 ， 不 輕 易 發 怒 ， 並 有 豐 盛 的 慈 愛 和 誠 實 ，;;;;2026-01-09 18:11:55.147041+00;耶和華在他面前宣告說：耶和華，耶和華，是有憐憫有恩典的神，不輕易發怒，並有豐盛的慈愛和誠實，;8;被愛
3338;2504;出埃及記;2;34;7;為 千 萬 人 存 留 慈 愛 ， 赦 免 罪 孽 、 過 犯 ， 和 罪 惡 ， 萬 不 以 有 罪 的 為 無 罪 ， 必 追 討 他 的 罪 ， 自 父 及 子 ， 直 到 三 、 四 代 。;;;;2026-01-09 18:11:55.147041+00;為千萬人存留慈愛，赦免罪孽、過犯，和罪惡，萬不以有罪的為無罪，必追討他的罪，自父及子，直到三、四代。;6;被愛
3695;2063;出埃及記;2;20;11;因 為 六 日 之 內 ， 耶 和 華 造 天 、 地 、 海 ， 和 其 中 的 萬 物 ， 第 七 日 便 安 息 ， 所 以 耶 和 華 賜 福 與 安 息 日 ， 定 為 聖 日 。;;;;2026-01-09 18:11:57.106103+00;因為六日之內，耶和華造天、地、海，和其中的萬物，第七日便安息，所以耶和華賜福與安息日，定為聖日。;4;平安
3696;2076;出埃及記;2;20;24;你 要 為 我 築 土 壇 ， 在 上 面 以 牛 羊 獻 為 燔 祭 和 平 安 祭 。 凡 記 下 我 名 的 地 方 ， 我 必 到 那 裡 賜 福 給 你 。;;;;2026-01-09 18:11:57.106103+00;你要為我築土壇，在上面以牛羊獻為燔祭和平安祭。凡記下我名的地方，我必到那裡賜福給你。;4;平安
3697;2083;出埃及記;2;21;5;倘 或 奴 僕 明 說 ： 我 愛 我 的 主 人 和 我 的 妻 子 兒 女 ， 不 願 意 自 由 出 去 。;;;;2026-01-09 18:11:57.106103+00;倘或奴僕明說：我愛我的主人和我的妻子兒女，不願意自由出去。;4;被愛
3711;2062;出埃及記;2;20;10;但 第 七 日 是 向 耶 和 華 ─ 你 　 神 當 守 的 安 息 日 。 這 一 日 你 和 你 的 兒 女 、 僕 婢 、 牲 畜 ， 並 你 城 裡 寄 居 的 客 旅 ， 無 論 何 工 都 不 可 做 ；;;;;2026-01-09 18:11:57.106103+00;但第七日是向耶和華─你　神當守的安息日。這一日你和你的兒女、僕婢、牲畜，並你城裡寄居的客旅，無論何工都不可做；;4;平安
3712;2058;出埃及記;2;20;6;愛 我 、 守 我 誡 命 的 ， 我 必 向 他 們 發 慈 愛 ， 直 到 千 代 。;;;;2026-01-09 18:11:57.106103+00;愛我、守我誡命的，我必向他們發慈愛，直到千代。;4;被愛
3713;1934;出埃及記;2;15;13;你 憑 慈 愛 領 了 你 所 贖 的 百 姓 ； 你 憑 能 力 引 他 們 到 了 你 的 聖 所 。;;;;2026-01-09 18:11:57.106103+00;你憑慈愛領了你所贖的百姓；你憑能力引他們到了你的聖所。;4;被愛
3714;1923;出埃及記;2;15;2;耶 和 華 是 我 的 力 量 ， 我 的 詩 歌 ， 也 成 了 我 的 拯 救 。 這 是 我 的 　 神 ， 我 要 讚 美 他 ， 是 我 父 親 的 　 神 ， 我 要 尊 崇 他 。;;;;2026-01-09 18:11:57.106103+00;耶和華是我的力量，我的詩歌，也成了我的拯救。這是我的　神，我要讚美他，是我父親的　神，我要尊崇他。;4;感恩喜樂
3694;2895;利未記;3;7;15;為 感 謝 獻 平 安 祭 牲 的 肉 ， 要 在 獻 的 日 子 吃 ， 一 點 不 可 留 到 早 晨 。;;;;2026-01-09 18:11:57.106103+00;為感謝獻平安祭牲的肉，要在獻的日子吃，一點不可留到早晨。;4;感恩喜樂
3698;2822;利未記;3;4;26;所 有 的 脂 油 ， 祭 司 都 要 燒 在 壇 上 ， 正 如 平 安 祭 的 脂 油 一 樣 。 至 於 他 的 罪 ， 祭 司 要 為 他 贖 了 ， 他 必 蒙 赦 免 。;;;;2026-01-09 18:11:57.106103+00;所有的脂油，祭司都要燒在壇上，正如平安祭的脂油一樣。至於他的罪，祭司要為他贖了，他必蒙赦免。;4;平安
3699;2827;利未記;3;4;31;又 要 把 羊 所 有 的 脂 油 都 取 下 ， 正 如 取 平 安 祭 牲 的 脂 油 一 樣 。 祭 司 要 在 壇 上 焚 燒 ， 在 耶 和 華 面 前 作 為 馨 香 的 祭 ， 為 他 贖 罪 ， 他 必 蒙 赦 免 。;;;;2026-01-09 18:11:57.106103+00;又要把羊所有的脂油都取下，正如取平安祭牲的脂油一樣。祭司要在壇上焚燒，在耶和華面前作為馨香的祭，為他贖罪，他必蒙赦免。;4;平安
3700;2831;利未記;3;4;35;又 要 把 所 有 的 脂 油 都 取 下 ， 正 如 取 平 安 祭 羊 羔 的 脂 油 一 樣 。 祭 司 要 按 獻 給 耶 和 華 火 祭 的 條 例 ， 燒 在 壇 上 。 至 於 所 犯 的 罪 ， 祭 司 要 為 他 贖 了 ， 他 必 蒙 赦 免 。;;;;2026-01-09 18:11:57.106103+00;又要把所有的脂油都取下，正如取平安祭羊羔的脂油一樣。祭司要按獻給耶和華火祭的條例，燒在壇上。至於所犯的罪，祭司要為他贖了，他必蒙赦免。;4;平安
3701;2893;利未記;3;7;13;要 用 有 酵 的 餅 和 為 感 謝 獻 的 平 安 祭 ， 與 供 物 一 同 獻 上 。;;;;2026-01-09 18:11:57.106103+00;要用有酵的餅和為感謝獻的平安祭，與供物一同獻上。;4;感恩喜樂
3702;2976;利未記;3;9;22;亞 倫 向 百 姓 舉 手 ， 為 他 們 祝 福 。 他 獻 了 贖 罪 祭 、 燔 祭 、 平 安 祭 就 下 來 了 。;;;;2026-01-09 18:11:57.106103+00;亞倫向百姓舉手，為他們祝福。他獻了贖罪祭、燔祭、平安祭就下來了。;4;平安
3704;2977;利未記;3;9;23;摩 西 、 亞 倫 進 入 會 幕 ， 又 出 來 為 百 姓 祝 福 ， 耶 和 華 的 榮 光 就 向 眾 民 顯 現 。;;;;2026-01-09 18:11:57.106103+00;摩西、亞倫進入會幕，又出來為百姓祝福，耶和華的榮光就向眾民顯現。;4;被祝福
3705;2992;利未記;3;10;14;所 搖 的 胸 ， 所 舉 的 腿 ， 你 們 要 在 潔 淨 地 方 吃 。 你 和 你 的 兒 女 都 要 同 吃 ； 因 為 這 些 是 從 以 色 列 人 平 安 祭 中 給 你 ， 當 你 的 分 和 你 兒 子 的 分 。;;;;2026-01-09 18:11:57.106103+00;所搖的胸，所舉的腿，你們要在潔淨地方吃。你和你的兒女都要同吃；因為這些是從以色列人平安祭中給你，當你的分和你兒子的分。;4;平安
3343;4128;民數記;4;14;19;求 你 照 你 的 大 慈 愛 赦 免 這 百 姓 的 罪 孽 ， 好 像 你 從 埃 及 到 如 今 常 赦 免 他 們 一 樣 。;;;;2026-01-09 18:11:55.147041+00;求你照你的大慈愛赦免這百姓的罪孽，好像你從埃及到如今常赦免他們一樣。;6;被愛
3344;4127;民數記;4;14;18;耶 和 華 不 輕 易 發 怒 ， 並 有 豐 盛 的 慈 愛 ， 赦 免 罪 孽 和 過 犯 ； 萬 不 以 有 罪 的 為 無 罪 ， 必 追 討 他 的 罪 ， 自 父 及 子 ， 直 到 三 、 四 代 。;;;;2026-01-09 18:11:55.147041+00;耶和華不輕易發怒，並有豐盛的慈愛，赦免罪孽和過犯；萬不以有罪的為無罪，必追討他的罪，自父及子，直到三、四代。;6;被愛
3706;3851;民數記;4;6;27;他 們 要 如 此 奉 我 的 名 為 以 色 列 人 祝 福 ； 我 也 要 賜 福 給 他 們 。;;;;2026-01-09 18:11:57.106103+00;他們要如此奉我的名為以色列人祝福；我也要賜福給他們。;4;被祝福
3707;4118;民數記;4;14;9;但 你 們 不 可 背 叛 耶 和 華 ， 也 不 要 怕 那 地 的 居 民 ； 因 為 他 們 是 我 們 的 食 物 ， 並 且 蔭 庇 他 們 的 已 經 離 開 他 們 。 有 耶 和 華 與 我 們 同 在 ， 不 要 怕 他 們 ！;;;;2026-01-09 18:11:57.106103+00;但你們不可背叛耶和華，也不要怕那地的居民；因為他們是我們的食物，並且蔭庇他們的已經離開他們。有耶和華與我們同在，不要怕他們！;4;平安
3708;4130;民數記;4;14;21;然 我 指 著 我 的 永 生 起 誓 ， 遍 地 要 被 我 的 榮 耀 充 滿 。;;;;2026-01-09 18:11:57.106103+00;然我指著我的永生起誓，遍地要被我的榮耀充滿。;4;盼望
3709;4437;民數記;4;23;20;我 奉 命 祝 福 ； 神 也 曾 賜 福 ， 此 事 我 不 能 翻 轉 。;;;;2026-01-09 18:11:57.106103+00;我奉命祝福；神也曾賜福，此事我不能翻轉。;4;被祝福
3332;5752;申命記;5;31;23;耶 和 華 囑 咐 嫩 的 兒 子 約 書 亞 說 ： 你 當 剛 強 壯 膽 ， 因 為 你 必 領 以 色 列 人 進 我 所 起 誓 應 許 他 們 的 地 ； 我 必 與 你 同 在 。;;;;2026-01-09 18:11:55.147041+00;耶和華囑咐嫩的兒子約書亞說：你當剛強壯膽，因為你必領以色列人進我所起誓應許他們的地；我必與你同在。;6;盼望
3333;5729;申命記;5;30;20;且 且 愛 耶 和 華 ─ 你 的 　 神 ， 聽 從 他 的 話 ， 專 靠 他 ； 因 為 他 是 你 的 生 命 ， 你 的 日 子 長 久 也 在 乎 他 。 這 樣 ， 你 就 可 以 在 耶 和 華 向 你 列 祖 亞 伯 拉 罕 、 以 撒 、 雅 各 起 誓 應 許 所 賜 的 地 上 居 住 。;;;;2026-01-09 18:11:55.147041+00;且且愛耶和華─你的　神，聽從他的話，專靠他；因為他是你的生命，你的日子長久也在乎他。這樣，你就可以在耶和華向你列祖亞伯拉罕、以撒、雅各起誓應許所賜的地上居住。;6;被愛
3336;5125;申命記;5;7;13;他 必 愛 你 ， 賜 福 與 你 ， 使 你 人 數 增 多 ， 也 必 在 他 向 你 列 祖 起 誓 應 許 給 你 的 地 上 賜 福 與 你 身 所 生 的 ， 地 所 產 的 ， 並 你 的 五 穀 、 新 酒 ， 和 油 ， 以 及 牛 犢 、 羊 羔 。;;;;2026-01-09 18:11:55.147041+00;他必愛你，賜福與你，使你人數增多，也必在他向你列祖起誓應許給你的地上賜福與你身所生的，地所產的，並你的五穀、新酒，和油，以及牛犢、羊羔。;6;被愛
3710;4904;申命記;5;1;11;惟 願 耶 和 華 ─ 你 們 列 祖 的 　 神 使 你 們 比 如 今 更 多 千 倍 ， 照 他 所 應 許 你 們 的 話 賜 福 與 你 們 。;;;;2026-01-09 18:11:57.106103+00;惟願耶和華─你們列祖的　神使你們比如今更多千倍，照他所應許你們的話賜福與你們。;4;盼望
3730;4946;申命記;5;2;7;因 為 耶 和 華 ─ 你 的 　 神 在 你 手 裡 所 辦 的 一 切 事 上 已 賜 福 與 你 。 你 走 這 大 曠 野 ， 他 都 知 道 了 。 這 四 十 年 ， 耶 和 華 ─ 你 的 　 神 常 與 你 同 在 ， 故 此 你 一 無 所 缺 。;;;;2026-01-09 18:11:57.106103+00;因為耶和華─你的　神在你手裡所辦的一切事上已賜福與你。你走這大曠野，他都知道了。這四十年，耶和華─你的　神常與你同在，故此你一無所缺。;4;被祝福
3731;5064;申命記;5;5;10;愛 我 、 守 我 誡 命 的 ， 我 必 向 他 們 發 慈 愛 ， 直 到 千 代 。;;;;2026-01-09 18:11:57.106103+00;愛我、守我誡命的，我必向他們發慈愛，直到千代。;4;被愛
3732;5068;申命記;5;5;14;但 第 七 日 是 向 耶 和 華 ─ 你 　 神 當 守 的 安 息 日 。 這 一 日 ， 你 和 你 的 兒 女 、 僕 婢 、 牛 、 驢 、 牲 畜 ， 並 在 你 城 裡 寄 居 的 客 旅 ， 無 論 何 工 都 不 可 做 ， 使 你 的 僕 婢 可 以 和 你 一 樣 安 息 。;;;;2026-01-09 18:11:57.106103+00;但第七日是向耶和華─你　神當守的安息日。這一日，你和你的兒女、僕婢、牛、驢、牲畜，並在你城裡寄居的客旅，無論何工都不可做，使你的僕婢可以和你一樣安息。;4;平安
3751;5121;申命記;5;7;9;所 以 ， 你 要 知 道 耶 和 華 ─ 你 的 　 神 ， 他 是 　 神 ， 是 信 實 的 　 神 ； 向 愛 他 、 守 他 誡 命 的 人 守 約 ， 施 慈 愛 ， 直 到 千 代 ；;;;;2026-01-09 18:11:57.548173+00;所以，你要知道耶和華─你的　神，他是　神，是信實的　神；向愛他、守他誡命的人守約，施慈愛，直到千代；;4;被愛
3753;5124;申命記;5;7;12;你 們 果 然 聽 從 這 些 典 章 ， 謹 守 遵 行 ， 耶 和 華 ─ 你 　 神 就 必 照 他 向 你 列 祖 所 起 的 誓 守 約 ， 施 慈 愛 。;;;;2026-01-09 18:11:57.548173+00;你們果然聽從這些典章，謹守遵行，耶和華─你　神就必照他向你列祖所起的誓守約，施慈愛。;4;被愛
3754;5202;申命記;5;10;15;耶 和 華 但 喜 悅 你 的 列 祖 ， 愛 他 們 ， 從 萬 民 中 揀 選 他 們 的 後 裔 ， 就 是 你 們 ， 像 今 日 一 樣 。;;;;2026-01-09 18:11:57.548173+00;耶和華但喜悅你的列祖，愛他們，從萬民中揀選他們的後裔，就是你們，像今日一樣。;4;被愛
3755;5292;申命記;5;14;1;你 們 是 耶 和 華 ─ 你 們 　 神 的 兒 女 。 不 可 為 死 人 用 刀 劃 身 ， 也 不 可 將 額 上 剃 光 。;;;;2026-01-09 18:11:57.548173+00;你們是耶和華─你們　神的兒女。不可為死人用刀劃身，也不可將額上剃光。;4;被祝福
3756;5326;申命記;5;15;6;因 為 耶 和 華 ─ 你 的 　 神 必 照 他 所 應 許 你 的 賜 福 與 你 。 你 必 借 給 許 多 國 民 ， 卻 不 至 向 他 們 借 貸 ； 你 必 管 轄 許 多 國 民 ， 他 們 卻 不 能 管 轄 你 。;;;;2026-01-09 18:11:57.548173+00;因為耶和華─你的　神必照他所應許你的賜福與你。你必借給許多國民，卻不至向他們借貸；你必管轄許多國民，他們卻不能管轄你。;4;盼望
3757;5429;申命記;5;20;1;你 出 去 與 仇 敵 爭 戰 的 時 候 ， 看 見 馬 匹 、 車 輛 ， 並 有 比 你 多 的 人 民 ， 不 要 怕 他 們 ， 因 為 領 你 出 埃 及 地 的 耶 和 華 ─ 你 　 神 與 你 同 在 。;;;;2026-01-09 18:11:57.548173+00;你出去與仇敵爭戰的時候，看見馬匹、車輛，並有比你多的人民，不要怕他們，因為領你出埃及地的耶和華─你　神與你同在。;4;平安
3758;5644;申命記;5;28;32;你 的 兒 女 必 歸 與 別 國 的 民 ； 你 的 眼 目 終 日 切 望 ， 甚 至 失 明 ， 你 手 中 無 力 拯 救 。;;;;2026-01-09 18:11:57.548173+00;你的兒女必歸與別國的民；你的眼目終日切望，甚至失明，你手中無力拯救。;4;被祝福
3759;5725;申命記;5;30;16;吩 咐 你 愛 耶 和 華 ─ 你 的 　 神 ， 遵 行 他 的 道 ， 謹 守 他 的 誡 命 、 律 例 、 典 章 ， 使 你 可 以 存 活 ， 人 數 增 多 ， 耶 和 華 ─ 你 　 神 就 必 在 你 所 要 進 去 得 為 業 的 地 上 賜 福 與 你 。;;;;2026-01-09 18:11:57.548173+00;吩咐你愛耶和華─你的　神，遵行他的道，謹守他的誡命、律例、典章，使你可以存活，人數增多，耶和華─你　神就必在你所要進去得為業的地上賜福與你。;4;被愛
3760;5736;申命記;5;31;7;摩 西 召 了 約 書 亞 來 ， 在 以 色 列 眾 人 眼 前 對 他 說 ： 你 當 剛 強 壯 膽 ！ 因 為 ， 你 要 和 這 百 姓 一 同 進 入 耶 和 華 向 他 們 列 祖 起 誓 應 許 所 賜 之 地 ； 你 也 要 使 他 們 承 受 那 地 為 業 。;;;;2026-01-09 18:11:57.548173+00;摩西召了約書亞來，在以色列眾人眼前對他說：你當剛強壯膽！因為，你要和這百姓一同進入耶和華向他們列祖起誓應許所賜之地；你也要使他們承受那地為業。;4;盼望
3752;6475;約書亞記;6;23;14;我 現 在 要 走 世 人 必 走 的 路 。 你 們 是 一 心 一 意 的 知 道 ， 耶 和 華 ─ 你 們 　 神 所 應 許 賜 福 與 你 們 的 話 沒 有 一 句 落 空 ， 都 應 驗 在 你 們 身 上 了 。;;;;2026-01-09 18:11:57.548173+00;我現在要走世人必走的路。你們是一心一意的知道，耶和華─你們　神所應許賜福與你們的話沒有一句落空，都應驗在你們身上了。;4;盼望
3761;5858;約書亞記;6;1;6;你 當 剛 強 壯 膽 ！ 因 為 你 必 使 這 百 姓 承 受 那 地 為 業 ， 就 是 我 向 他 們 列 祖 起 誓 應 許 賜 給 他 們 的 地 。;;;;2026-01-09 18:11:57.548173+00;你當剛強壯膽！因為你必使這百姓承受那地為業，就是我向他們列祖起誓應許賜給他們的地。;4;盼望
3762;5861;約書亞記;6;1;9;我 豈 沒 有 吩 咐 你 麼 ？ 你 當 剛 強 壯 膽 ！ 不 要 懼 怕 ， 也 不 要 驚 惶 ； 因 為 你 無 論 往 那 裡 去 ， 耶 和 華 ─ 你 的 　 神 必 與 你 同 在 。;;;;2026-01-09 18:11:57.548173+00;我豈沒有吩咐你麼？你當剛強壯膽！不要懼怕，也不要驚惶；因為你無論往那裡去，耶和華─你的　神必與你同在。;4;被祝福
3763;5884;約書亞記;6;2;14;二 人 對 他 說 ： 你 若 不 洩 漏 我 們 這 件 事 ， 我 們 情 願 替 你 們 死 。 耶 和 華 將 這 地 賜 給 我 們 的 時 候 ， 我 們 必 以 慈 愛 誠 實 待 你 。;;;;2026-01-09 18:11:57.548173+00;二人對他說：你若不洩漏我們這件事，我們情願替你們死。耶和華將這地賜給我們的時候，我們必以慈愛誠實待你。;4;被愛
3764;6200;約書亞記;6;14;12;求 你 將 耶 和 華 那 日 應 許 我 的 這 山 地 給 我 ； 那 裡 有 亞 衲 族 人 ， 並 寬 大 堅 固 的 城 ， 你 也 曾 聽 見 了 。 或 者 耶 和 華 照 他 所 應 許 的 與 我 同 在 ， 我 就 把 他 們 趕 出 去 。;;;;2026-01-09 18:11:57.548173+00;求你將耶和華那日應許我的這山地給我；那裡有亞衲族人，並寬大堅固的城，你也曾聽見了。或者耶和華照他所應許的與我同在，我就把他們趕出去。;4;盼望
3765;6426;約書亞記;6;21;44;耶 和 華 照 著 向 他 們 列 祖 起 誓 所 應 許 的 一 切 話 ， 使 他 們 四 境 平 安 ； 他 們 一 切 仇 敵 中 ， 沒 有 一 人 在 他 們 面 前 站 立 得 住 。 耶 和 華 把 一 切 仇 敵 都 交 在 他 們 手 中 。;;;;2026-01-09 18:11:57.548173+00;耶和華照著向他們列祖起誓所應許的一切話，使他們四境平安；他們一切仇敵中，沒有一人在他們面前站立得住。耶和華把一切仇敵都交在他們手中。;4;平安
3766;6427;約書亞記;6;21;45;耶 和 華 應 許 賜 福 給 以 色 列 家 的 話 一 句 也 沒 有 落 空 ， 都 應 驗 了 。;;;;2026-01-09 18:11:57.548173+00;耶和華應許賜福給以色列家的話一句也沒有落空，都應驗了。;4;盼望
3767;6431;約書亞記;6;22;4;如 今 耶 和 華 ─ 你 們 　 神 照 著 他 所 應 許 的 ， 使 你 們 弟 兄 得 享 平 安 ， 現 在 可 以 轉 回 你 們 的 帳 棚 ， 到 耶 和 華 的 僕 人 摩 西 在 約 但 河 東 所 賜 你 們 為 業 之 地 。;;;;2026-01-09 18:11:57.548173+00;如今耶和華─你們　神照著他所應許的，使你們弟兄得享平安，現在可以轉回你們的帳棚，到耶和華的僕人摩西在約但河東所賜你們為業之地。;4;平安
3750;6564;士師記;7;2;18;耶 和 華 為 他 們 興 起 士 師 ， 就 與 那 士 師 同 在 。 士 師 在 世 的 一 切 日 子 ， 耶 和 華 拯 救 他 們 脫 離 仇 敵 的 手 。 他 們 因 受 欺 壓 擾 害 ， 就 哀 聲 歎 氣 ， 所 以 耶 和 華 後 悔 了 。;;;;2026-01-09 18:11:57.548173+00;耶和華為他們興起士師，就與那士師同在。士師在世的一切日子，耶和華拯救他們脫離仇敵的手。他們因受欺壓擾害，就哀聲歎氣，所以耶和華後悔了。;4;被祝福
